상권_코드_명,상권_코드,기준 년 코드,기준_분기_코드,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액
논현로26길,1000900,2017.6129032258063,2.5483870967741935,4249545.935483871,8.0,8000121850.645162,1922894565.1935484,998392171.967742,614369789.2258065,941036848.548387,1390560888.451613,343783879.9354839,239200512.3548387,1210313626.6774194,339569568.2903226
논현로27길,1000852,2017.6129032258063,2.5483870967741935,3767283.64516129,7.580645161290323,6343440703.225806,1546659281.935484,785252379.0645162,497063092.58064514,748700778.8709677,1087144830.387097,268358910.96774194,193129550.19354838,949770157.3870968,267361721.83870968
논현로28길,1000901,2017.6129032258063,2.5483870967741935,5026484.129032258,8.612903225806452,6342332945.225806,1473782164.967742,794398309.8064516,483553977.2580645,740222438.1612903,1132154369.6451614,278009834.0645161,183782906.16129032,987961523.7741935,268467421.38709676
논현로63길,1000902,2017.6129032258063,2.5483870967741935,4940357.806451613,8.612903225806452,9501931238.741936,2228158212.83871,1204002729.7741935,763768667.2903225,1089741030.612903,1703080371.6774194,406856363.7419355,289954873.6451613,1395684402.7741935,420684586.38709676
논현로8길,1000903,2017.6129032258063,2.5483870967741935,3508307.64516129,7.064516129032258,5447028704.193548,1270389209.096774,678256942.451613,405084510.83870965,626557694.1290323,966693367.967742,224195182.61290324,157987051.12903225,882734044.6129032,235130701.3548387
능동로13길,1000137,2017.6129032258063,2.5483870967741935,2928928.6774193547,6.612903225806452,9406691516.290323,2166544283.903226,1309257915.2903225,687928555.4193548,1089369626.8064516,1215546090.2580645,376227777.7419355,379544707.7741935,1680328468.580645,501944090.516129
능동로19길,1000138,2017.6129032258063,2.5483870967741935,2837680.870967742,6.290322580645161,7264911834.548388,1672953540.451613,1001424320.3870968,560231112.2903225,822497727.9354838,994146336.548387,295561993.41935486,287584342.6451613,1249508609.419355,381003851.4516129
능동로34길,1000139,2017.6129032258063,2.5483870967741935,2910912.419354839,6.290322580645161,9343152133.161291,2400019392.290323,1148626633.2580645,706999503.516129,1146515295.451613,1543653257.7741935,348564487.9677419,302640020.87096775,1341549001.903226,404584540.12903225
능동로3길,1000140,2017.6129032258063,2.5483870967741935,4336745.322580645,7.935483870967742,8514327107.419354,2266351024.064516,1042483091.9032258,633602947.967742,1100268504.516129,1395372090.032258,317078199.5483871,264830881.0,1123145012.1935484,371195356.1935484
능동로4길,1000141,2017.6129032258063,2.5483870967741935,4514741.225806451,8.0,8067674386.129032,2017552467.064516,985709756.7096775,583409262.3225807,996135629.0967742,1374421362.548387,306294396.9677419,235197645.70967743,1221153816.064516,347800049.6451613
다산로33길,1000030,2017.6129032258063,2.5483870967741935,3078375.2258064514,6.645161290322581,6569138636.935484,1759768770.2258065,808683629.4193548,511324944.0967742,859549142.0,1077601176.3548386,256819211.0,207070771.7419355,803612193.3548387,284708798.7419355
다산로36길,1000031,2017.6129032258063,2.5483870967741935,3937655.2258064514,7.612903225806452,8272458203.645162,2125335906.2258065,1005871633.548387,598929620.6451613,1065564410.8387097,1396926764.3225806,315807346.0967742,241970133.93548387,1169036583.387097,353015804.6451613
다산로38길,1000032,2017.6129032258063,2.5483870967741935,3628048.419354839,7.612903225806452,6358834355.741936,1638146163.3225806,781171433.483871,481873263.0645161,814722112.7096775,1069416129.7741935,255469857.87096775,191750663.4516129,855462807.8064516,270821924.2580645
다산로39길,1000033,2017.6129032258063,2.5483870967741935,3084661.2580645164,6.612903225806452,4756573312.580646,1248882910.8709676,588035765.6774193,378216344.5483871,610037377.8387097,780471727.2258065,198398967.0967742,148213734.87096775,601293253.6774193,203023230.77419356
답십리로23길,1000171,2017.6129032258063,2.5483870967741935,3499193.935483871,7.225806451612903,7039138994.870968,1881857013.967742,846167811.3225807,515451074.83870965,925307826.7419355,1167916070.451613,244452567.12903225,216629155.06451613,938673057.6129032,302684417.7419355
답십리로56길,1000172,2017.6129032258063,2.5483870967741935,3398829.9677419355,6.741935483870968,9125140481.032259,2538323980.580645,1079728632.935484,643241278.9032258,1257166658.612903,1435136578.967742,322052039.1935484,273659621.38709676,1199345805.483871,376485884.9677419
답십리로60길,1000173,2017.6129032258063,2.5483870967741935,3289883.0322580645,6.612903225806452,8580204805.4838705,2456216916.290323,1025193045.6774193,616271498.1290323,1211988157.3225806,1321500680.8387096,316351938.9354839,264508782.51612905,1013354605.7419355,354819180.0322581
답십리로63길,1000174,2017.6129032258063,2.5483870967741935,3286791.935483871,6.806451612903226,6037462083.193548,1669979446.7419355,722888539.7096775,429070235.9354839,824803853.9354838,949302983.3870968,220297174.48387095,183089950.3548387,786808917.483871,251220981.16129032
답십리로64길,1000175,2017.6129032258063,2.5483870967741935,3166697.2258064514,6.612903225806452,9434490859.193548,2526194043.451613,1157634982.1290324,718647091.0645162,1249099421.516129,1529676558.2258065,395020986.58064514,288716692.8064516,1177431803.483871,392069279.9354839
답십리로68길,1000176,2017.6129032258063,2.5483870967741935,3067105.6774193547,6.612903225806452,8988397606.129032,2296042803.096774,1114413582.8064516,707081227.451613,1145626851.387097,1500062721.7096775,404448345.483871,270858455.2258065,1178983796.903226,370879822.0645161
답십리로69길,1000177,2017.6129032258063,2.5483870967741935,3720418.7741935486,7.612903225806452,6856360161.096774,1764115214.3548386,827401540.0645162,483343358.1935484,867903125.9032258,1131758709.2580645,261859170.7419355,200197777.87096775,1033060790.0,286720474.7096774
답십리로72길,1000178,2017.6129032258063,2.5483870967741935,3362067.290322581,7.0,8528577069.935484,2087376611.2903225,1056963069.6774193,651012303.548387,1043730775.7419355,1469398939.451613,369050106.9354839,246512106.19354838,1244488233.548387,360044923.5483871
답십리로75길,1000227,2017.6129032258063,2.5483870967741935,2927365.2580645164,6.612903225806452,6442652628.096774,1830806651.064516,769164559.0645162,469676674.4516129,899753414.0967742,1011803893.548387,230441662.93548387,203653350.61290324,759182540.8387097,268169881.48387095
당곡길,1000804,2017.6129032258063,2.5483870967741935,3290638.35483871,6.741935483870968,10183073385.096775,2628481416.677419,1262619664.064516,798422135.7741935,1269484721.419355,1680411079.451613,401100396.67741936,328516429.2580645,1370910747.8064516,443126793.9677419
당산로31길,1000688,2017.6129032258063,2.5483870967741935,3898150.2258064514,7.645161290322581,4473214792.419354,1174098111.6451614,542728124.0967742,338554661.0645161,566033580.7419355,739279725.3870968,168811245.41935483,138267635.4516129,614600513.032258,190841195.58064517
당산로37길,1000689,2017.6129032258063,2.5483870967741935,4248788.0322580645,8.0,7539427048.354838,1926436507.903226,915998451.8709677,562788166.8709677,926520818.6129032,1271020448.7096775,274963064.0,231299896.3548387,1103503308.903226,326896385.12903225
당산로38길,1000690,2017.6129032258063,2.5483870967741935,4396546.129032258,8.0,7837808599.129032,2002459516.3225806,948597783.3225807,579204346.548387,964936003.451613,1321710028.064516,283416741.7741935,240029899.41935483,1160314073.516129,337140206.7096774
당산로46길,1000691,2017.6129032258063,2.5483870967741935,4579910.225806451,8.129032258064516,6469011927.16129,1629133906.8387096,813091045.6774193,530236990.0645161,788417305.1935484,1112344852.8709676,252234033.67741936,210206703.9032258,837806050.8709677,295541038.0645161
대림로22길,1000692,2017.6129032258063,2.5483870967741935,3283488.4516129033,6.612903225806452,7781163877.5161295,2211839060.129032,924086749.548387,548119513.2258065,1103488766.1290324,1218664473.032258,277262268.16129035,236991918.67741936,940270368.032258,320440760.58064514
대림로29길,1000693,2017.6129032258063,2.5483870967741935,3113065.2580645164,6.612903225806452,8335835315.32258,2213849584.903226,1011198104.451613,612706403.8064516,1086689992.8387096,1372066005.096774,324442430.61290324,253143402.58064517,1115116502.064516,346622888.9677419
대림로31길,1000694,2017.6129032258063,2.5483870967741935,3058831.419354839,6.612903225806452,7328100789.387096,1806009413.483871,891548117.8387097,573661645.6774193,884690248.516129,1231093470.1290324,310810834.0,217958880.67741936,1113621190.387097,298706988.67741936
대림로34길,1000695,2017.6129032258063,2.5483870967741935,2830587.5161290322,6.258064516129032,6219124196.193548,1723608396.548387,741002055.7741935,451889038.58064514,841265961.3870968,978351476.5806452,228203128.2580645,192369347.19354838,807274158.7741935,255160633.0967742
대림로44길,1000696,2017.6129032258063,2.5483870967741935,3254499.5161290322,6.612903225806452,6518529766.5161295,1798943832.6774194,778258726.8387097,456423362.8064516,876194976.7419355,1043318302.451613,227788329.70967743,198555824.06451613,865815305.0967742,273231106.12903225
대림로7길,1000697,2017.6129032258063,2.5483870967741935,3323530.580645161,6.645161290322581,5456861610.870968,1487050656.8387096,661718284.1612903,396003606.38709676,741334897.8064516,902378769.1290323,202018312.5483871,165983912.19354838,667493919.1935484,232879252.61290324
대림로8길,1000698,2017.6129032258063,2.5483870967741935,3324487.5161290322,7.0,8934766504.870968,2440775997.032258,1074599344.483871,638261022.8387097,1218370365.8709676,1452509320.1290324,326252664.12903225,268723860.6451613,1138354016.2903225,376919913.4516129
대방동27길,1000737,2017.6129032258063,2.5483870967741935,3784630.0,7.258064516129032,8834228348.870968,2231338437.193548,1079791148.3548386,653912197.2258065,1093825317.3225806,1478790046.064516,337988305.0322581,266444716.32258064,1315366965.419355,376771215.9354839
대방동2길,1000738,2017.6129032258063,2.5483870967741935,3761702.193548387,7.225806451612903,8372777289.5161295,2111859777.7419355,1028729000.7419355,633644351.6774193,1039933084.7096775,1419879597.2580645,327071029.38709676,255197342.9032258,1198409492.419355,358053612.67741936
대사관로34길,1000055,2017.6129032258063,2.5483870967741935,4091999.35483871,7.645161290322581,5341072489.193548,1355896866.3548386,672112586.7096775,445402042.83870965,667929171.1290323,931392720.0,232323454.7419355,168969473.03225806,633510872.0,233535302.38709676
대학14길,1000805,2017.6129032258063,2.5483870967741935,3036452.0967741935,6.258064516129032,7207961203.935484,1865205164.096774,926882722.8709677,555100027.0967742,883820095.2258065,1075754898.935484,269571131.9354839,263050492.70967743,1028355596.967742,340221074.0967742
대학길,1000806,2017.6129032258063,2.5483870967741935,3103945.9677419355,6.548387096774194,8587144197.870968,2107067100.064516,1147011718.967742,630089312.8387097,1028007753.9354838,1169443950.483871,319482606.67741936,334922454.0,1418299403.2258065,432819897.67741936
대흥로21길,1000459,2017.6129032258063,2.5483870967741935,3528300.0,7.193548387096774,8176467084.548388,2152583027.677419,1075870698.419355,609500936.8387097,1059920957.6774193,1138635204.8064516,301538874.3548387,309812050.9032258,1122082558.032258,406522775.83870965
대흥로28길,1000460,2017.6129032258063,2.5483870967741935,3221826.806451613,6.838709677419355,5857104042.290322,1645048733.1935484,740630292.6451613,441478926.41935486,790455138.6129032,838398326.516129,203335471.22580644,214115050.06451613,707924942.2903225,275717161.32258064
덕릉로40길,1000318,2017.6129032258063,2.5483870967741935,2650279.4516129033,5.612903225806452,5356809107.612904,1536043396.3548386,633348475.967742,386692209.12903225,755000620.548387,816442192.3870968,189957276.67741936,167284791.58064517,651617047.6451613,220423097.32258064
덕릉로41길,1000319,2017.6129032258063,2.5483870967741935,2806233.6774193547,6.225806451612903,6975523283.580646,1976886130.6451614,840350282.6774193,530019307.32258064,955419503.2580645,1096445354.935484,246648399.06451613,226124111.3548387,803723410.7096775,299906783.61290324
덕릉로60길,1000354,2017.6129032258063,2.5483870967741935,2646133.193548387,5.612903225806452,7799130087.83871,2198345869.193548,921491205.9354838,547686397.6774193,1091237704.7419355,1228796859.967742,273991083.8064516,236451141.7419355,981854160.1290323,319275664.6451613
도곡로37길,1000904,2017.6129032258063,2.5483870967741935,5704749.225806451,8.64516129032258,12465943358.612904,2816818763.935484,1572597234.8064516,938653492.3225807,1393136007.2903225,2180411216.580645,535201400.16129035,365783468.16129035,2125316084.451613,538025690.9032258
도당로13가길,1000355,2017.6129032258063,2.5483870967741935,2647323.2580645164,5.67741935483871,8567929670.4838705,2417319796.870968,1017618458.1290323,605010748.483871,1213128784.7741935,1349641486.2258065,297407359.0967742,261390988.4516129,1046978197.548387,359433850.9032258
도당로13바길,1000356,2017.6129032258063,2.5483870967741935,2531274.9677419355,5.612903225806452,8873666212.967741,2488005007.387097,1051824374.967742,618817091.032258,1249082562.032258,1394977224.612903,309165756.6451613,268326114.0967742,1124054567.0,369413515.1935484
도당로19길,1000357,2017.6129032258063,2.5483870967741935,2620185.935483871,5.67741935483871,8355214302.419354,2386625299.83871,991894196.0967742,597655794.2258065,1200273445.064516,1310200135.0,291177139.2580645,257397906.29032257,969809708.4193548,350180678.2258065
도당로29길,1000358,2017.6129032258063,2.5483870967741935,2718187.2580645164,5.806451612903226,7794377178.129032,2198822798.354839,928629931.9032258,566419640.3870968,1105099149.3225806,1231096305.548387,281723442.2903226,238354700.38709676,918906160.451613,325325049.483871
도림로112길,1000699,2017.6129032258063,2.5483870967741935,3813202.5161290322,7.612903225806452,9731952845.774193,2679625486.806452,1169145788.3548386,702348365.0645162,1298180802.2903225,1557624793.419355,346406821.6451613,301319276.0967742,1263135076.3548386,414166435.7419355
도림로12길,1000640,2017.6129032258063,2.5483870967741935,3353726.3225806453,7.225806451612903,9984975849.32258,2738696798.645161,1184960021.3548386,696089339.548387,1335350038.2258065,1600978104.935484,351992758.5483871,304117325.12903225,1361495422.0,411296040.9354839
도림로147길,1000700,2017.6129032258063,2.5483870967741935,4182743.419354839,8.0,4881519353.16129,1325149415.2258065,574962669.4193548,345810463.483871,661018218.548387,787363823.7096775,175540502.19354838,145165908.38709676,668803110.1612903,197705242.03225806
도림로63길,1000701,2017.6129032258063,2.5483870967741935,2918812.3225806453,6.225806451612903,6189210056.548388,1820133858.2580645,724177578.9032258,431259378.9354839,892175006.548387,929716399.2580645,211338210.9032258,193422071.03225806,736832461.7096775,250155091.0
도림로6길,1000641,2017.6129032258063,2.5483870967741935,2958731.064516129,6.612903225806452,8798330346.741936,2444510150.225806,1056613263.516129,630351421.9032258,1198754700.6451614,1423536373.580645,314249101.516129,271357653.41935486,1086260637.6774194,372697044.2580645
도림천로21길,1000702,2017.6129032258063,2.5483870967741935,3258568.9032258065,7.0,8389076331.0,2246991466.387097,1023197005.8709677,628725837.7741935,1101424311.516129,1379841230.2903225,331152068.0,258454088.5483871,1065957837.1612903,353332485.4516129
도봉로109길,1000359,2017.6129032258063,2.5483870967741935,3114775.4516129033,6.612903225806452,8933352381.290323,2422002519.967742,1072153301.5806452,639006198.8709677,1208384123.6774194,1448024574.387097,325318933.7096774,269461184.9354839,1175375864.1612904,373625680.0
도봉로114길,1000360,2017.6129032258063,2.5483870967741935,2828946.2580645164,6.258064516129032,9775990325.451612,2665036879.806452,1171059221.483871,708777434.8709677,1328907820.483871,1574756682.7096775,361323900.9354839,299008192.38709676,1262440336.8709676,404679855.9032258
도봉로13길,1000320,2017.6129032258063,2.5483870967741935,3661252.935483871,7.580645161290323,4827566333.0,1399278553.7741935,566513120.0967742,345508036.7419355,702632579.7419355,741894225.032258,163188429.51612905,149949040.58064517,559511414.516129,199090933.0
도봉로143길,1000361,2017.6129032258063,2.5483870967741935,2746777.5161290322,5.967741935483871,6991456273.419354,1955632254.387097,834592549.0967742,496175923.9677419,977843878.3548387,1111232276.2580645,247147434.29032257,213116597.87096775,862703268.7741935,293012090.41935486
도봉로147길,1000362,2017.6129032258063,2.5483870967741935,2835760.4838709678,6.225806451612903,8773694082.258064,2462361323.83871,1049216039.5806452,638796073.3225807,1229710126.3548386,1390528410.6451614,315766095.3548387,270226453.41935486,1048077597.548387,369011962.1935484
도봉로152가길,1000363,2017.6129032258063,2.5483870967741935,2508852.8387096776,5.612903225806452,6066526727.806452,1730162531.096774,716606861.6774193,429451622.3548387,877021483.967742,947856553.4193548,221257386.96774194,182959918.9032258,716571678.8064516,244638690.61290324
도봉로156길,1000364,2017.6129032258063,2.5483870967741935,2860699.4516129033,6.225806451612903,6073804894.225806,1784247145.2580645,707193495.1612903,425250888.483871,900207464.4193548,916084127.0,212529236.2580645,186537224.2580645,700308235.548387,241447077.83870968
도봉로169나길,1000365,2017.6129032258063,2.5483870967741935,2930996.580645161,6.612903225806452,4628874550.967742,1327682662.580645,548064969.516129,329392294.3548387,677731575.6451613,731303143.5806452,165176524.93548387,139436157.7419355,519625237.2580645,190461985.3548387
도봉로181길,1000366,2017.6129032258063,2.5483870967741935,3187218.419354839,6.612903225806452,5497507598.935484,1532626339.6451614,657775877.032258,388752926.16129035,779111061.8064516,889182314.8064516,196787964.6451613,162856605.4516129,658764474.451613,231650034.93548387
도봉로18길,1000321,2017.6129032258063,2.5483870967741935,2542515.419354839,5.612903225806452,6246868097.83871,1743221410.3548386,739079810.0645162,443701552.16129035,878172398.6774193,991034615.1290323,219447429.12903225,190006607.38709676,785103376.2258065,257100898.70967743
도봉로45길,1000322,2017.6129032258063,2.5483870967741935,2710539.0967741935,5.870967741935484,8423954227.4838705,2303037338.967742,1003040615.3225807,603180544.4193548,1159921061.2258065,1365062495.7741935,298517078.32258064,254435189.77419356,1085357682.6451614,351402221.0322581
도봉로67길,1000323,2017.6129032258063,2.5483870967741935,2929769.2258064514,6.225806451612903,7455287487.612904,2048725245.483871,890340357.3548387,535053128.0322581,1029714858.7419355,1204203869.516129,268185391.58064517,224995409.0967742,942949789.7741935,311119438.0322581
도봉로76길,1000324,2017.6129032258063,2.5483870967741935,2707275.709677419,5.741935483870968,7250566686.935484,1954107156.032258,881933649.5806452,548826973.0645162,969868481.7096775,1174385033.580645,286052002.1935484,223095868.9032258,908332252.1935484,303965269.67741936
도봉로8길,1000325,2017.6129032258063,2.5483870967741935,2495329.7419354836,5.612903225806452,2176297413.645161,638019733.2258065,254951663.93548387,158183802.4516129,318482224.6451613,330564528.9354839,75121508.22580644,68321797.51612903,244287416.16129032,88364738.5483871
도봉로99길,1000326,2017.6129032258063,2.5483870967741935,2901452.290322581,6.225806451612903,5722874580.4838705,1601215627.064516,688648979.6774193,423637318.483871,810916721.8387097,934935907.3548387,206756406.83870968,176948856.16129032,636231842.4193548,243582920.6451613
도봉산4길,1000367,2017.6129032258063,2.5483870967741935,2912494.3225806453,6.612903225806452,1696658939.903226,474684646.3548387,204527298.4516129,122260963.96774194,244210796.29032257,276886297.0322581,64451235.0,50265968.29032258,188677905.16129032,70693829.35483871
도봉산길,1000368,2017.6129032258063,2.5483870967741935,3213220.064516129,6.612903225806452,3861182708.548387,1075903430.7096775,462476433.9677419,273710788.0322581,547964392.8709677,626267990.3225807,140271548.32258064,114267942.90322581,458577640.516129,161742540.9032258
도산대로15길,1000905,2017.6129032258063,2.5483870967741935,3718034.0322580645,7.612903225806452,4391097437.709678,1054456067.0645162,548680257.2258065,350229781.12903225,493647582.87096775,761480126.3225807,176207158.80645162,137711229.38709676,675239082.0645162,193446152.83870968
도산대로23길,1000906,2017.6129032258063,2.5483870967741935,3729958.7419354836,7.612903225806452,4099276784.935484,982766537.7096775,512164861.58064514,326650512.2903226,462705352.5483871,711266190.8064516,166111135.16129032,128043967.32258065,629965062.8387097,179603164.67741936
도산대로30길,1000907,2017.6129032258063,2.5483870967741935,3971291.0322580645,7.645161290322581,4066218631.903226,938330874.2903225,513236735.38709676,332090024.87096775,447741969.9677419,716652468.3548387,178461449.2580645,124931735.32258065,638714618.2580645,176058756.19354838
도산대로38길,1000908,2017.6129032258063,2.5483870967741935,3893847.6774193547,7.612903225806452,3694804391.580645,851739555.4193548,465052559.61290324,299898666.2580645,409178220.9677419,652691559.4193548,158618142.03225806,112910703.16129032,584038167.5806452,160676817.12903225
도산대로50길,1000909,2017.6129032258063,2.5483870967741935,4457446.451612903,8.064516129032258,4056360043.129032,952446893.967742,513223598.67741936,323757529.0,472274437.8064516,727559996.1935484,173927190.2580645,121839941.80645162,592307223.3870968,179023232.03225806
도산대로81길,1000910,2017.6129032258063,2.5483870967741935,5973821.129032258,9.0,4660272155.0,1032155122.1612903,598052733.0645162,363617152.483871,527155369.67741936,841528818.5806452,235342993.83870968,131237087.74193548,735829155.5806452,195353721.87096775
도산대로89길,1000911,2017.6129032258063,2.5483870967741935,5747228.419354838,9.0,4947647964.064516,1098506086.483871,630908592.3548387,381941444.7419355,560484056.0,894182857.483871,241635877.4516129,138639631.0967742,793182089.1935484,208167329.2580645
도신로15길,1000703,2017.6129032258063,2.5483870967741935,3540188.064516129,7.419354838709677,8561156646.258064,2366461850.483871,1035210528.5806452,631289572.6451613,1155545147.903226,1388328902.3548386,312550990.87096775,266647734.93548387,1040064021.7419355,365057896.7419355
도신로29길,1000704,2017.6129032258063,2.5483870967741935,3162104.806451613,7.0,9516967217.032259,2645269285.290323,1139545215.2258065,683154334.0,1282273944.967742,1511612399.451613,335066516.8064516,295038396.2580645,1221080565.064516,403926559.9677419
도신로60길,1000705,2017.6129032258063,2.5483870967741935,3371798.064516129,7.0,5922599907.32258,1706876695.451613,709560448.1290323,429391420.1935484,826422971.4193548,912096838.5806452,203385667.12903225,189670492.83870968,692496907.1935484,252698466.38709676
도신로62길,1000706,2017.6129032258063,2.5483870967741935,3239442.64516129,6.67741935483871,6374403369.096774,1819949756.6451614,772675483.7096775,470637346.0,877666939.8387097,965869567.451613,222951061.6451613,210842663.32258064,757378475.1935484,276432075.2903226
도화4길,1000461,2017.6129032258063,2.5483870967741935,4517267.838709678,8.0,10896488461.548388,2786255758.032258,1313273077.2903225,801058181.4193548,1385095830.419355,1859403227.1612904,395663178.41935486,325328877.58064514,1563367161.1935484,467043170.0322581
도화길,1000462,2017.6129032258063,2.5483870967741935,4587825.064516129,8.0,8840950249.612904,2294634921.645161,1073261161.2258065,663984598.2580645,1126822822.967742,1457085316.8709676,329635414.9032258,276555506.2258065,1240556748.3225806,378413759.1935484
독립문로8길,1000436,2017.6129032258063,2.5483870967741935,4363716.9677419355,8.0,8850960311.903225,2307976793.83871,1080328402.483871,652187506.8387097,1147098205.903226,1461486173.516129,340659641.38709676,266633808.06451613,1216423115.419355,378166664.4516129
독막로22길,1000463,2017.6129032258063,2.5483870967741935,5295804.70967742,9.0,5877598601.967742,1393436325.419355,714481675.0645162,425940934.7096774,687414497.1290323,1022465491.7096775,222669534.9032258,172081131.80645162,990063119.4193548,249045891.80645162
독막로32길,1000464,2017.6129032258063,2.5483870967741935,4145731.9032258065,7.903225806451613,8319814319.806452,2099534413.8709676,1013697399.8709677,609854313.032258,1033681626.2258065,1391776403.2903225,304551510.4516129,256491189.7419355,1251977798.2903225,358249665.0322581
독막로8길,1000465,2017.6129032258063,2.5483870967741935,3406529.2258064514,6.935483870967742,5349534859.387096,1342342396.1935484,668748490.0967742,401369748.5483871,634174092.8064516,855980281.3225807,196964002.96774194,178746479.70967743,830864650.2580645,240344717.48387095
독산로108길,1000660,2017.6129032258063,2.5483870967741935,3379598.0967741935,6.935483870967742,10522452998.387096,2840807305.2580647,1281831277.483871,773170657.1935484,1406655782.967742,1742219926.0,398946828.7741935,321890473.32258064,1306592013.483871,450338733.9032258
독산로40길,1000661,2017.6129032258063,2.5483870967741935,2731032.064516129,5.838709677419355,7809107717.16129,2254046753.354839,921201217.2580645,545533301.4193548,1122162027.7741935,1198165483.967742,269475971.2903226,240968457.41935483,935831773.1290323,321722731.5483871
독산로50길,1000662,2017.6129032258063,2.5483870967741935,2942892.290322581,6.612903225806452,4737884426.903226,1307551381.1290324,566242781.483871,331145105.58064514,652477378.0967742,755542553.6451613,168150054.12903225,142482884.7419355,615257625.7096775,199034662.38709676
독산로64길,1000663,2017.6129032258063,2.5483870967741935,2360987.9677419355,5.483870967741935,7405235912.451612,2086543470.2580645,886272508.3225807,532078397.41935486,1042132860.1935484,1175010297.6451614,263467755.41935483,230138313.7419355,877605318.548387,311986990.9032258
독산로70길,1000664,2017.6129032258063,2.5483870967741935,2525871.6774193547,5.612903225806452,8788841077.709677,2478408450.967742,1054060774.8064516,630778627.5806452,1235970749.387097,1388306374.451613,321851489.7096774,272478633.41935486,1040212820.8709677,366773156.516129
독산로78다길,1000665,2017.6129032258063,2.5483870967741935,2538238.419354839,5.612903225806452,8797278918.451612,2469395405.322581,1061198106.0,632719687.7419355,1236509677.8387096,1398786133.2903225,335009218.3548387,269850925.2903226,1027675509.6129032,366134255.0
독산로85길,1000666,2017.6129032258063,2.5483870967741935,2539377.419354839,5.612903225806452,6571488693.387096,1836380382.935484,796821545.9032258,475116333.9354839,922396372.548387,1056699161.483871,255246844.9032258,200275829.93548387,753503210.8387097,275049010.9032258
돈화문로11가길,1000003,2017.6129032258063,2.5483870967741935,3156167.4838709678,6.645161290322581,2784561197.16129,762179449.483871,352193023.4516129,226236371.0967742,392362190.2580645,456565819.67741936,128783892.06451613,87519965.67741935,258652614.58064517,120067870.87096775
돌곶이로14길,1000262,2017.6129032258063,2.5483870967741935,2812796.3870967743,6.32258064516129,5724959726.0,1687564474.2903225,672814594.3225807,414388796.2903226,832002193.4193548,864177451.7419355,188845738.29032257,182349526.9032258,643476503.6129032,239340447.12903225
돌곶이로22길,1000263,2017.6129032258063,2.5483870967741935,2802662.0,6.225806451612903,5700440137.451612,1632755660.3225806,675444182.8709677,415217092.9032258,811071010.2258065,884882553.1612903,197096616.67741936,178529305.83870968,667002617.483871,238441097.96774194
돌곶이로27길,1000264,2017.6129032258063,2.5483870967741935,3308851.193548387,6.612903225806452,7345336643.548388,2045211941.8709676,873138801.483871,523792633.1935484,1029077117.8064516,1176980966.6774194,258814703.3548387,221281056.80645162,909916362.3870968,307123059.9677419
돌곶이로28길,1000265,2017.6129032258063,2.5483870967741935,2813372.5483870967,6.129032258064516,6255318205.580646,1733259275.580645,748408041.2258065,452935737.7741935,873387778.2903225,1008966797.2580645,226469286.03225806,189719026.87096775,759855932.3225807,262316330.22580644
돌곶이로41길,1000266,2017.6129032258063,2.5483870967741935,3442635.0,7.225806451612903,5514361864.903226,1486080376.2903225,661589614.1290323,391924172.38709676,753378926.6451613,912398659.6774193,198864318.87096775,162984699.70967743,713811456.9354838,233329640.2580645
돌곶이로8길,1000267,2017.6129032258063,2.5483870967741935,3109523.7419354836,6.612903225806452,5754920362.548388,1682009917.2580645,676215244.8709677,410017541.2903226,827438982.967742,872819705.1935484,188018623.80645162,180719732.12903225,675926725.0967742,241753889.93548387
동광로12길,1000853,2017.6129032258063,2.5483870967741935,4634524.258064516,8.612903225806452,11287484323.516129,2635182995.2580647,1385157747.7741935,831206178.8709677,1299228181.419355,1971013654.064516,446870048.38709676,325016788.58064514,1911971671.1935484,481837057.9677419
동광로1길,1000854,2017.6129032258063,2.5483870967741935,5056731.838709678,8.612903225806452,9275166895.516129,2203819801.354839,1144219971.0,680726454.7419355,1107002118.064516,1622911104.483871,371349946.83870965,266174814.67741936,1481776694.580645,397185989.7741935
동광로39길,1000855,2017.6129032258063,2.5483870967741935,5267003.354838709,9.0,6168201541.645162,1372553308.8064516,779462191.2580645,467927842.7419355,711741411.032258,1124265364.8387096,288697766.483871,170607040.41935483,993430015.8709677,259516600.19354838
동교로17길,1000466,2017.6129032258063,2.5483870967741935,3313335.870967742,6.645161290322581,8105613171.32258,1955903736.8064516,1001291069.9354838,631001905.032258,938142204.451613,1392538914.8064516,324146069.0645161,252728763.48387095,1263079718.2580645,346780789.483871
동교로19길,1000467,2017.6129032258063,2.5483870967741935,3355492.7419354836,6.645161290322581,7171476400.129032,1739703698.451613,886186451.4193548,564220204.516129,832698618.967742,1233140285.3548386,292040909.67741936,223533133.32258064,1094755238.516129,305197859.9032258
동교로25길,1000468,2017.6129032258063,2.5483870967741935,3454707.4516129033,7.0,6149526189.580646,1506372758.1612904,763745819.0645162,488731373.2903226,719523825.1290323,1038915599.2258065,248288499.06451613,197057161.03225806,921208841.1612903,265682313.4516129
