abbr_last,상권업종대분류코드,상권업종대분류명,상가업소번호,상호명,지점명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도,abbr
한천로55길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,1,0,0,2,2,2
한천로58길,D,소매,18,18,1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,18,0,18,17,18,18,18,10,3,0,18,18,18
한천로59길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1
한천로63길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
한천로66길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
한천로68길,D,소매,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,0,4,2,4,4,4,1,2,0,4,4,4
한천로69길,D,소매,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,0,2,0,3,3,3
한천로6가길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,0,0,0,3,3,3
한천로6길,D,소매,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2,14,1,14,14,14,1,2,0,14,14,14
한천로70길,D,소매,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,2,6,6,6,1,3,0,6,6,6
한천로71길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,1,0,2,2,2
한천로72길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
한천로73길,D,소매,19,19,0,19,19,19,19,17,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,19,0,19,19,19,1,8,0,19,19,19
한천로76가길,D,소매,2,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,0,0,0,2,2,2
한천로76길,D,소매,13,13,2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,4,13,4,13,13,13,1,7,0,13,13,13
한천로76나길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
한천로76다길,D,소매,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,0,5,5,5,0,3,0,5,5,5
한천로78길,D,소매,14,14,3,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2,14,7,14,14,14,0,8,0,14,14,14
한천로80길,D,소매,5,5,0,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,0,5,5,5,0,3,0,5,5,5
한천로81길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
한천로84가길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
한천로86길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1
한천로8가길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,1,1,0,2,2,2
한천로8길,D,소매,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,0,5,5,5,0,4,0,5,5,5
한천로90길,D,소매,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,1,1,0,4,4,4
한천로92길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1
한천로94길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,0,0,2,2,2
한천로96길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,0,0,0,2,2,2
한천로99길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,1,0,0,2,2,2
한천로99라길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
항동로,D,소매,8,8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,8,8,8,0,8,8,8,8,8,7,2,0,8,8,8
항동로3길,D,소매,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,0,2,2,2
해등로,D,소매,142,142,21,142,142,142,142,137,137,142,142,142,142,142,142,142,142,142,142,142,142,38,142,142,142,142,18,142,118,142,142,142,60,64,0,142,142,142
해등로12길,D,소매,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,0,4,2,4,4,4,1,2,0,4,4,4
해등로14길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
해등로16가길,D,소매,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
해등로16길,D,소매,15,15,1,15,15,15,15,14,14,15,15,15,15,15,15,15,15,15,15,15,15,14,15,15,15,15,2,15,4,15,15,15,0,11,0,15,15,15
해등로16다길,D,소매,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,1,0,2,2,2
해등로17길,D,소매,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,1,7,3,7,7,7,2,4,0,7,7,7
해등로25길,D,소매,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,0,7,7,7,7,7,3,3,0,7,7,7
해등로26길,D,소매,9,9,1,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,7,9,9,9,6,4,0,9,9,9
해등로32길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
해등로3길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,0,1,0,2,2,2
행당로,D,소매,90,90,23,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,26,90,90,90,90,5,90,69,90,90,90,16,60,0,90,90,90
행당로13길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
행당로15길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
행당로17길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,3,3,3,0,1,0,3,3,3
행당로1길,D,소매,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,0,6,6,6,0,4,0,6,6,6
행당로3길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,0,3,0,3,3,3,0,0,0,3,3,3
행당로6길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,1,0,0,3,3,3
행당로8길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
행당로9길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
행운10길,D,소매,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,2,2,2,2,2,1,1,0,2,2,2
행운1가길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
행운1길,D,소매,14,14,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,14,2,14,14,14,1,5,0,14,14,14
행운1나길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
행운1다길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,1,0,0,3,3,3
행운1라길,D,소매,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,0,2,0,2,2,2
행운1마길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
행운2길,D,소매,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,5,5,5,2,1,0,5,5,5
행운4길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,0,0,0,2,2,2
행운5길,D,소매,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,0,0,0,4,4,4
행운6길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,2,0,0,3,3,3
행운7길,D,소매,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,0,2,0,3,3,3
행운8길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1
행운길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
허준로,D,소매,67,67,9,67,67,67,67,64,64,67,67,67,67,67,67,67,67,67,67,67,67,4,67,67,67,67,5,67,67,67,67,67,26,36,0,67,67,67
헌릉로,D,소매,35,35,6,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,18,35,35,35,35,9,35,12,35,35,35,0,13,0,35,35,35
헌릉로422길,D,소매,5,5,0,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,0,5,5,5,0,2,0,5,5,5
헌릉로468길,D,소매,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,0,6,6,6,0,2,0,6,6,6
헌릉로569길,D,소매,18,18,9,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2,18,18,18,18,8,18,5,18,18,18,0,7,0,18,18,18
헌릉로570길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,1,1,0,2,2,2
헌릉로571길,D,소매,13,13,3,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,13,13,13,13,7,13,5,13,13,13,2,5,0,13,13,13
헌릉로590길,D,소매,15,15,1,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1,15,15,15,15,0,15,15,15,15,15,12,3,0,15,15,15
헌릉로618길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
헌릉로622길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
헌릉로637길,D,소매,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
헌릉로745길,D,소매,49,49,1,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,0,49,48,49,49,49,26,26,0,49,49,49
헌릉로8길,D,소매,13,13,1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,13,13,13,13,2,13,13,13,13,13,12,3,0,13,13,13
헌인릉1길,D,소매,60,60,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,11,60,1,60,60,60,6,6,0,60,60,60
헌인릉2길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,0,0,2,2,2
헌인릉길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
현충로,D,소매,51,51,13,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,29,51,51,51,51,2,51,35,51,51,51,8,28,0,51,51,51
현충로10길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
현충로12길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1
현충로14길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
현충로14다길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
현충로22길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
현충로24길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
형촌5길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
형촌길,D,소매,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,2,0,0,3,3,3
혜화로,D,소매,17,17,6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,17,17,17,17,3,17,4,17,17,17,0,14,0,17,17,17
혜화로10길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,1,0,0,2,2,2
혜화로12길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
혜화로16길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1
혜화로2길,D,소매,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
혜화로3가길,D,소매,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
혜화로3길,D,소매,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,3,1,3,3,3,1,2,0,3,3,3
혜화로5길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,3,3,3,0,1,0,3,3,3
혜화로8길,D,소매,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
호암로,D,소매,29,29,9,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,14,29,29,29,29,0,29,22,29,29,29,13,16,0,29,29,29
호암로18가길,D,소매,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,1,0,2,2,2
호암로18길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,0,0,0,2,2,2
호암로20길,D,소매,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,3,0,5,5,5
호암로22가길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
호암로22길,D,소매,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,1,5,5,5,0,5,0,5,5,5
호암로24길,D,소매,13,13,3,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,7,13,13,13,13,0,13,6,13,13,13,0,10,0,13,13,13
호암로26가길,D,소매,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,0,7,6,7,7,7,0,6,0,7,7,7
호암로26길,D,소매,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,0,2,0,2,2,2
홍릉로,D,소매,49,49,11,49,49,49,49,47,47,49,49,49,49,49,49,49,49,49,49,49,49,12,49,49,49,49,19,49,9,49,49,49,0,37,0,49,49,49
홍릉로10길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0,0,2,2,2
홍릉로15길,D,소매,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,0,4,2,4,4,4,2,1,0,4,4,4
홍릉로1가길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
홍릉로1길,D,소매,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,1,10,0,10,10,10,3,3,0,10,10,10
홍릉로22길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
홍릉로24길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
홍릉로25길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
홍릉로3길,D,소매,8,8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,8,8,8,8,0,8,0,8,8,8,0,3,0,8,8,8
홍릉로5길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,0,3,3,3,0,1,0,3,3,3
홍릉로8길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,2,2,2,0,2,0,2,2,2
홍씨마을길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,0,3,3,3,0,1,0,3,3,3
홍연2길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,0,0,0,2,2,2
홍연6길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
홍연6안길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1
홍연8길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,0,2,2,2,0,1,0,2,2,2
홍연길,D,소매,11,11,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,11,5,11,11,11,0,8,0,11,11,11
홍은중앙로,D,소매,42,42,7,42,42,42,42,41,41,42,42,42,42,42,42,42,42,42,42,42,42,36,42,42,42,42,17,42,8,42,42,42,12,19,0,42,42,42
홍은중앙로1길,D,소매,8,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,8,8,8,8,0,8,8,8,8,8,7,1,0,8,8,8
홍은중앙로3길,D,소매,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,1,4,2,4,4,4,3,0,0,4,4,4
홍은중앙로8길,D,소매,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,0,3,3,3,0,0,0,3,3,3
홍은중앙로9가길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
홍은중앙로9길,D,소매,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,1,4,4,4,1,2,0,4,4,4
홍익로,D,소매,29,29,17,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,22,29,29,29,29,4,29,9,29,29,29,8,13,0,29,29,29
홍익로2길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,2,2,2,0,1,0,2,2,2
홍익로3길,D,소매,26,26,2,26,26,26,26,23,23,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,0,26,10,26,26,26,0,14,0,26,26,26
홍익로5길,D,소매,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,0,5,5,5,0,4,0,5,5,5
홍익로5안길,D,소매,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,0,3,3,3,0,3,0,3,3,3
홍익로6길,D,소매,9,9,6,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,1,9,9,9,0,7,0,9,9,9
홍제내2길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,0,0,0,2,2,2
홍제내2나길,D,소매,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,3,3,3,1,3,0,3,3,3
홍제내2라길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,2,2,2,0,1,0,2,2,2
홍제내4길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1
홍제내길,D,소매,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,0,6,2,6,6,6,1,4,0,6,6,6
홍제원3길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,1,0,2,2,2
홍제원길,D,소매,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,0,3,0,4,4,4
홍제천로,D,소매,11,11,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,11,11,11,11,6,11,3,11,11,11,1,5,0,11,11,11
홍제천로2길,D,소매,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,1,8,8,8,1,5,0,8,8,8
홍제천로4길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,0,0,2,2,2
홍제천로6길,D,소매,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,0,4,4,4,0,4,0,4,4,4
홍지문1길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1
홍지문2길,D,소매,10,10,6,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,2,10,10,10,3,4,0,10,10,10
홍지문길,D,소매,8,8,1,8,8,8,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,6,8,8,8,8,0,8,4,8,8,8,4,3,0,8,8,8
화계사길,D,소매,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,4,4,0,3,0,4,4,4
화곡로,D,소매,260,260,88,260,260,260,260,251,251,260,260,260,260,260,260,260,260,260,260,260,260,242,260,260,260,260,7,260,163,260,260,260,33,166,0,260,260,260
화곡로10길,D,소매,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,4,4,2,2,0,4,4,4
화곡로12길,D,소매,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,0,0,0,2,2,2
화곡로13가길,D,소매,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
